pos,genus,nominativ singular,nominativ plural
Substantiv,m,Abreißtest,Abreißtests
Substantiv,f,Abrenuntiation,Abrenuntiationen
Substantiv,m,Abri,Abris
Substantiv,f,Abrichtung,Abrichtungen
Substantiv,m,Abrieb,Abriebe
Substantiv,f,Abriegelung,Abriegelungen
Substantiv,n,Abrin,Abrine
Substantiv,m,Abriss,Abrisse
Substantiv,m,Abrissantrag,Abrissanträge
Substantiv,f,Abrissbirne,Abrissbirnen
Substantiv,f,Abrissparty,Abrisspartys
Substantiv,f,Abrogation,Abrogationen
Substantiv,m,Abruf,Abrufe
Substantiv,n,Abrufvideo,Abrufvideos
Substantiv,f,Abrundung,Abrundungen
Substantiv,f,Abruptheit,Abruptheiten
Substantiv,n,Abrégé,Abrégés
Substantiv,m,Abrüster,Abrüster
Substantiv,f,Abrüstung,Abrüstungen
Substantiv,f,Abrüstungskonferenz,Abrüstungskonferenzen
Substantiv,m,Absacker,Absacker
Substantiv,f,Absage,Absagen
Substantiv,m,Absagebrief,Absagebriefe
Substantiv,m,Absatz,Absätze
Substantiv,f,Absatzeinbuße,Absatzeinbußen
Substantiv,m,Absatzmarkt,Absatzmärkte
Substantiv,n,Absatzproblem,Absatzprobleme
Substantiv,n,Absatzzeichen,Absatzzeichen
Substantiv,f,Absauganlage,Absauganlagen
Substantiv,f,Absaugung,Absaugungen
Substantiv,m,Abscessus,Abscessus
Substantiv,f,Abschaffung,Abschaffungen
Substantiv,f,Abschaltung,Abschaltungen
Substantiv,m,Abscheider,Abscheider
Substantiv,f,Abscheidung,Abscheidungen
Substantiv,f,Abscheulichkeit,Abscheulichkeiten
Substantiv,f,Abschiebung,Abschiebungen
Substantiv,m,Abschied,Abschiede
Substantiv,f,Abschiedsausgabe,Abschiedsausgaben
Substantiv,m,Abschiedsbrief,Abschiedsbriefe
Substantiv,f,Abschiedserklärung,Abschiedserklärungen
Substantiv,n,Abschiedsessen,Abschiedsessen
Substantiv,f,Abschiedsfeier,Abschiedsfeiern
Substantiv,n,Abschiedsfest,Abschiedsfeste
Substantiv,n,Abschiedsgedicht,Abschiedsgedichte
Substantiv,n,Abschiedsgeschenk,Abschiedsgeschenke
Substantiv,m,Abschiedsgruß,Abschiedsgrüße
Substantiv,f,Abschiedsgrußformel,Abschiedsgrußformeln
Substantiv,m,Abschiedskuss,Abschiedsküsse
Substantiv,f,Abschiedsrede,Abschiedsreden
Substantiv,m,Abschiedsschmerz,Abschiedsschmerzen
Substantiv,f,Abschiedsvorlesung,Abschiedsvorlesungen
Substantiv,n,Abschiedswort,Abschiedsworte
Substantiv,f,Abschirmung,Abschirmungen
Substantiv,f,Abschlachtung,Abschlachtungen
Substantiv,m,Abschlag,Abschläge
Substantiv,f,Abschlagsmarkierung,Abschlagsmarkierungen
Substantiv,m,Abschleppdienst,Abschleppdienste
Substantiv,n,Abschleppseil,Abschleppseile
Substantiv,f,Abschleppstange,Abschleppstangen
Substantiv,m,Abschluss,Abschlüsse
Substantiv,f,Abschlussarbeit,Abschlussarbeiten
Substantiv,m,Abschlussball,Abschlussbälle
Substantiv,m,Abschlussbericht,Abschlussberichte
Substantiv,f,Abschlussfeier,Abschlussfeiern
Substantiv,n,Abschlussjahr,Abschlussjahre
Substantiv,m,Abschlussjahrgang,Abschlussjahrgänge
Substantiv,f,Abschlusskappe,Abschlusskappen
Substantiv,n,Abschlusskommuniqué,Abschlusskommuniqués
Substantiv,n,Abschlussplädoyer,Abschlussplädoyers
Substantiv,f,Abschlussprüfung,Abschlussprüfungen
Substantiv,f,Abschlussrede,Abschlussreden
Substantiv,n,Abschlusstraining,Abschlusstrainings
Substantiv,n,Abschlusszeugnis,Abschlusszeugnisse
Substantiv,f,Abschmelzung,Abschmelzungen
Substantiv,m,Abschneider,Abschneider
Substantiv,m,Abschnitt,Abschnitte
Substantiv,f,Abschnittsburg,Abschnittsburgen
Substantiv,f,Abschottung,Abschottungen
Substantiv,f,Abschreckung,Abschreckungen
Substantiv,m,Abschreckungseffekt,Abschreckungseffekte
Substantiv,f,Abschreckungswirkung,Abschreckungswirkungen
Substantiv,f,Abschreibung,Abschreibungen
Substantiv,n,Abschreibungsobjekt,Abschreibungsobjekte
Substantiv,f,Abschrift,Abschriften
Substantiv,m,Abschrot,Abschrote
Substantiv,m,Abschröter,Abschröter
Substantiv,f,Abschulung,Abschulungen
Substantiv,m,Abschuss,Abschüsse
Substantiv,f,Abschussbasis,Abschussbasen
Substantiv,m,Abschussbefehl,Abschussbefehle
Substantiv,f,Abschussliste,Abschusslisten
Substantiv,f,Abschussprämie,Abschussprämien
Substantiv,f,Abschussrampe,Abschussrampen
Substantiv,f,Abschweifung,Abschweifungen
Substantiv,m,Abschwung,Abschwünge
Substantiv,f,Abschwächung,Abschwächungen
Substantiv,f,Abschätzung,Abschätzungen
Substantiv,f,Abschürfung,Abschürfungen
Substantiv,n,Abscisin,Abscisine
Substantiv,m,Abseilachter,Abseilachter
Substantiv,m,Abseiler,Abseiler
Substantiv,f,Abseite,Abseiten
Substantiv,n,Abseits,Abseits
Substantiv,f,Abseitsfalle,Abseitsfallen
Substantiv,f,Abseitsposition,Abseitspositionen
Substantiv,n,Abseitstor,Abseitstore
Substantiv,f,Absence,Absencen
Substantiv,m,Absender,Absender
Substantiv,m,Absenderfreistempel,Absenderfreistempel
Substantiv,f,Absenderin,Absenderinnen
Substantiv,m,Absentismus,Absentismen
Substantiv,m,Absentiv,Absentive
Substantiv,f,Absenz,Absenzen
Substantiv,m,Absetzbetrag,Absetzbeträge
Substantiv,f,Absetzung,Absetzungen
Substantiv,f,Absicherung,Absicherungen
Substantiv,f,Absicht,Absichten
Substantiv,f,Absichtserklärung,Absichtserklärungen
Substantiv,m,Absinth,Absinthe
Substantiv,n,Absolutadjektiv,Absolutadjektive
Substantiv,f,Absolutheit,Absolutheiten
Substantiv,m,Absolutheitsanspruch,Absolutheitsansprüche
Substantiv,f,Absolution,Absolutionen
Substantiv,m,Absolutist,Absolutisten
Substantiv,f,Absolutistin,Absolutistinnen
Substantiv,m,Absolutiv,Absolutive
Substantiv,n,Absolutquadrat,Absolutquadrate
Substantiv,m,Absolvent,Absolventen
Substantiv,f,Absolventin,Absolventinnen
Substantiv,f,Absolvierung,Absolvierungen
Substantiv,f,Absonderlichkeit,Absonderlichkeiten
Substantiv,f,Absonderung,Absonderungen
Substantiv,f,Absorbierung,Absorbierungen
Substantiv,f,Absorption,Absorptionen
Substantiv,f,Abspaltung,Abspaltungen
Substantiv,m,Abspann,Abspanne
Substantiv,m,Absperrbalken,Absperrbalken
Substantiv,n,Absperrband,Absperrbänder
Substantiv,n,Absperrgitter,Absperrgitter
Substantiv,m,Absperrhahn,Absperrhähne
Substantiv,f,Absperrung,Absperrungen
Substantiv,m,Abspielfehler,Abspielfehler
Substantiv,f,Absprache,Absprachen
Substantiv,m,Absprung,Absprünge
Substantiv,f,Abstammung,Abstammungen
Substantiv,f,Abstammungsgeschichte,Abstammungsgeschichten
Substantiv,f,Abstammungstheorie,Abstammungstheorien
Substantiv,m,Abstand,Abstände
Substantiv,n,Abstandsgebot,Abstandsgebote
Substantiv,f,Abstandsprache,Abstandsprachen
Substantiv,f,Abstandsregel,Abstandsregeln
Substantiv,f,Abstandsregelung,Abstandsregelungen
Substantiv,m,Abstauber,Abstauber
Substantiv,f,Abstauberin,Abstauberinnen
Substantiv,m,Abstecher,Abstecher
Substantiv,f,Absteige,Absteigen
Substantiv,m,Absteiger,Absteiger
Substantiv,f,Absteigerin,Absteigerinnen
Substantiv,n,Abstellgleis,Abstellgleise
Substantiv,f,Abstellkammer,Abstellkammern
Substantiv,m,Abstellraum,Abstellräume
Substantiv,f,Abstempelung,Abstempelungen
Substantiv,m,Abstich,Abstiche
Substantiv,m,Abstieg,Abstiege
Substantiv,f,Abstiegsangst,Abstiegsängste
Substantiv,m,Abstiegskampf,Abstiegskämpfe
Substantiv,m,Abstiegskandidat,Abstiegskandidaten
Substantiv,m,Abstiegsplatz,Abstiegsplätze
Substantiv,f,Abstimmung,Abstimmungen
Substantiv,n,Abstimmungsergebnis,Abstimmungsergebnisse
Substantiv,n,Abstimmungsgebiet,Abstimmungsgebiete
Substantiv,f,Abstimmungsniederlage,Abstimmungsniederlagen
Substantiv,n,Abstimmungsverfahren,Abstimmungsverfahren
Substantiv,m,Abstinenzler,Abstinenzler
Substantiv,f,Abstinenzlerin,Abstinenzlerinnen
Substantiv,m,Abstinenztag,Abstinenztage
Substantiv,m,Abstoß,Abstöße
Substantiv,f,Abstoßung,Abstoßungen
Substantiv,f,Abstraktion,Abstraktionen
Substantiv,f,Abstraktionsfähigkeit,Abstraktionsfähigkeiten
Substantiv,n,Abstraktum,Abstrakta
Substantiv,m,Abstrich,Abstriche
Substantiv,f,Abstrichprobe,Abstrichproben
Substantiv,f,Abstrusität,Abstrusitäten
Substantiv,f,Abströmkalotte,Abströmkalotten
Substantiv,f,Abstufung,Abstufungen
Substantiv,f,Abstufungspartikel,Abstufungspartikeln
Substantiv,f,Abstumpfung,Abstumpfungen
Substantiv,m,Absturz,Abstürze
Substantiv,f,Absturzgefahr,Absturzgefahren
Substantiv,n,Absturzopfer,Absturzopfer
Substantiv,f,Absturzstelle,Absturzstellen
Substantiv,f,Absturzursache,Absturzursachen
Substantiv,f,Abstützung,Abstützungen
Substantiv,f,Absuche,Absuchen
Substantiv,f,Absurdität,Absurditäten
Substantiv,n,Abszisin,Abszisine
Substantiv,f,Abszisse,Abszissen
Substantiv,m,Abt,Äbte
Substantiv,f,Abtastrate,Abtastraten
Substantiv,f,Abtei,Abteien
Substantiv,n,Abteil,Abteile
Substantiv,n,Abteilfenster,Abteilfenster
Substantiv,f,Abteiltür,Abteiltüren
Substantiv,f,Abteiltüre,Abteiltüren
Substantiv,f,Abteilung,Abteilungen
Substantiv,f,Abteilung,Abteilungen
Substantiv,m,Abteilungsleiter,Abteilungsleiter
Substantiv,f,Abteilungsleiterin,Abteilungsleiterinnen
Substantiv,f,Abteufung,Abteufungen
Substantiv,f,Abtragung,Abtragungen
Substantiv,m,Abtransport,Abtransporte
Substantiv,f,Abtreibung,Abtreibungen
Substantiv,f,Abtreibungsfrage,Abtreibungsfragen
Substantiv,m,Abtreibungsgegner,Abtreibungsgegner
Substantiv,f,Abtreibungsgegnerin,Abtreibungsgegnerinnen
Substantiv,f,Abtreibungsklinik,Abtreibungskliniken
Substantiv,m,Abtreibungsparagraf,Abtreibungsparagrafen
Substantiv,f,Abtreibungspille,Abtreibungspillen
Substantiv,n,Abtreibungsrecht,Abtreibungsrechte
Substantiv,m,Abtreibungsversuch,Abtreibungsversuche
Substantiv,f,Abtrennung,Abtrennungen
Substantiv,f,Abtretung,Abtretungen
Substantiv,m,Abtrieb,Abtriebe
Substantiv,f,Abtrift,Abtriften
Substantiv,m,Abtritt,Abtritte
Substantiv,m,Abtritterker,Abtritterker
Substantiv,n,Abtshaus,Abtshäuser
Substantiv,f,Abtönungspartikel,Abtönungspartikeln
Substantiv,f,Abtötung,Abtötungen
Substantiv,f,Abulie,Abulien
Substantiv,f,Aburteilung,Aburteilungen
Substantiv,m,Abusus,Abusus
Substantiv,n,Abutilon,Abutilons
Substantiv,m,Abverkauf,Abverkäufe
Substantiv,m,Abvers,Abverse
Substantiv,f,Abwahl,Abwahlen
Substantiv,m,Abwahlantrag,Abwahlanträge
Substantiv,m,Abwanderer,Abwanderer
Substantiv,f,Abwanderin,Abwanderinnen
Substantiv,f,Abwanderung,Abwanderungen
Substantiv,f,Abwandlung,Abwandlungen
Substantiv,m,Abwasch,Abwäsche
Substantiv,f,Abwasch,Abwäschen
Substantiv,n,Abwasser,Abwässer
Substantiv,f,Abwasseraufbereitung,Abwasseraufbereitungen
Substantiv,m,Abwassergeruch,Abwassergerüche
Substantiv,m,Abwasserkanal,Abwasserkanäle
Substantiv,f,Abwasserleitung,Abwasserleitungen
Substantiv,f,Abwassermenge,Abwassermengen
Substantiv,f,Abwasserreinigung,Abwasserreinigungen
Substantiv,f,Abwasserreinigungsanlage,Abwasserreinigungsanlagen
Substantiv,n,Abwasserrohr,Abwasserrohre
Substantiv,n,Abwassersystem,Abwassersysteme
Substantiv,f,Abwechselung,Abwechselungen
Substantiv,f,Abwechslung,Abwechslungen
Substantiv,m,Abweg,Abwege
Substantiv,m,Abwehrchef,Abwehrchefs
Substantiv,m,Abwehrfehler,Abwehrfehler
Substantiv,f,Abwehrkette,Abwehrketten
Substantiv,f,Abwehrkraft,Abwehrkräfte
Substantiv,f,Abwehrmaßnahme,Abwehrmaßnahmen
Substantiv,m,Abwehrmechanismus,Abwehrmechanismen
Substantiv,f,Abwehrrakete,Abwehrraketen
Substantiv,f,Abwehrseite,Abwehrseiten
Substantiv,m,Abwehrspieler,Abwehrspieler
Substantiv,f,Abwehrspielerin,Abwehrspielerinnen
Substantiv,f,Abwehrstellung,Abwehrstellungen
Substantiv,m,Abwehrstoff,Abwehrstoffe
Substantiv,n,Abwehrsystem,Abwehrsysteme
Substantiv,f,Abwehrverletzung,Abwehrverletzungen
Substantiv,m,Abweichler,Abweichler
Substantiv,f,Abweichlerin,Abweichlerinnen
Substantiv,f,Abweichung,Abweichungen
Substantiv,f,Abweisung,Abweisungen
Substantiv,f,Abwendung,Abwendungen
Substantiv,f,Abwerbung,Abwerbungen
Substantiv,m,Abwerbungsversuch,Abwerbungsversuche
Substantiv,f,Abwertung,Abwertungen
Substantiv,f,Abwesenheit,Abwesenheiten
Substantiv,f,Abwicklung,Abwicklungen
Substantiv,m,Abwind,Abwinde
Substantiv,f,Abwrackprämie,Abwrackprämien
Substantiv,m,Abwurf,Abwürfe
Substantiv,m,Abwurfbehälter,Abwurfbehälter
Substantiv,f,Abwurfbox,Abwurfboxen
Substantiv,f,Abwägung,Abwägungen
Substantiv,n,Abwärmekraftwerk,Abwärmekraftwerke
Substantiv,f,Abwärtsbewegung,Abwärtsbewegungen
Substantiv,m,Abwärtstrend,Abwärtstrends
Substantiv,f,Abzahlung,Abzahlungen
Substantiv,n,Abzeichen,Abzeichen
Substantiv,n,Abziehbild,Abziehbilder
Substantiv,m,Abzieher,Abzieher
Substantiv,m,Abziehstahl,Abziehstähle
Substantiv,f,Abzocke,Abzocken
Substantiv,m,Abzocker,Abzocker
Substantiv,f,Abzockerin,Abzockerinnen
Substantiv,m,Abzug,Abzüge
Substantiv,n,Abzugsschach,Abzugsschachs
Substantiv,m,Abzugsschacht,Abzugsschächte
Substantiv,n,Abzugszüngel,Abzugszüngel
Substantiv,m,Abzweig,Abzweige
Substantiv,f,Abzweigdose,Abzweigdosen
Substantiv,f,Abzweigung,Abzweigungen
Substantiv,n,Abzym,Abzyme
Substantiv,m,Abzählreim,Abzählreime
Substantiv,f,Abzäunung,Abzäunungen
Substantiv,f,Abänderung,Abänderungen
Substantiv,m,Abänderungsantrag,Abänderungsanträge
Substantiv,f,Abänderungsklage,Abänderungsklagen
Substantiv,m,Abänderungsplan,Abänderungspläne
Substantiv,m,Abänderungsvorschlag,Abänderungsvorschläge
Substantiv,f,Abätzung,Abätzungen
Substantiv,m,Academy Award,Academy Awards
Substantiv,f,Acajounuss,Acajounüsse
Substantiv,m,Acarologe,Acarologen
Substantiv,m,Accentus,Accentus
Substantiv,m,Access,Access
Substantiv,n,Accessoire,Accessoires
Substantiv,f,Acciaccatura,Acciaccaturen
Substantiv,m,Accipiesholzschnitt,Accipiesholzschnitte
Substantiv,m,Accoucheur,Accoucheure
Substantiv,n,Accoudoir,Accoudoirs
Substantiv,m,Accountant,Accountants
Substantiv,n,Accountmanagement,Accountmanagements
Substantiv,m,Accountmanager,Accountmanager
Substantiv,f,Accountmanagerin,Accountmanagerinnen
Substantiv,f,Accrochage,Accrochagen
Substantiv,f,Acephalie,Acephalien
Substantiv,f,Acerola,Acerolas
Substantiv,f,Acerolakirsche,Acerolakirschen
Substantiv,f,Acerra,Acerras
Substantiv,f,Acetabuloplastik,Acetabuloplastiken
Substantiv,n,Acetal,Acetale
Substantiv,f,Acetalbildung,Acetalbildungen
Substantiv,n,Acetamid,Acetamide
Substantiv,n,Acetat,Acetate
Substantiv,m,Acetatpuffer,Acetatpuffer
Substantiv,f,Acetessigsäure,Acetessigsäuren
Substantiv,n,Acetonitril,Acetonitrile
Substantiv,f,Acetonurie,Acetonurien
Substantiv,f,Acetonämie,Acetonämien
Substantiv,n,Acetylenid,Acetylenide
Substantiv,n,Acetylid,Acetylide
Substantiv,f,Acetylierung,Acetylierungen
Substantiv,f,Achalasie,Achalasien
Substantiv,m,Achat,Achate
Substantiv,f,Acheilia,Acheiliae
Substantiv,f,Acheirie,Acheirien
Substantiv,n,Acheiropoieton,Acheiropoieta
Substantiv,f,Achel,Acheln
Substantiv,m,Achievementtest,Achievementtests
Substantiv,f,Achillesferse,Achillesfersen
Substantiv,f,Achillessehne,Achillessehnen
Substantiv,m,Achillessehnenreflex,Achillessehnenreflexe
Substantiv,f,Achillodynie,Achillodynien
Substantiv,f,Achillotomie,Achillotomien
Substantiv,f,Achirie,Achirien
Substantiv,m,Achlaut,Achlaute
Substantiv,f,Achondroplasie,Achondroplasien
Substantiv,m,Achroit,Achroite
Substantiv,f,Achromasie,Achromasien
Substantiv,m,Achromat,Achromate
Substantiv,m,Achromatismus,Achromatismen
Substantiv,f,Achromatopsie,Achromatopsien
Substantiv,f,Achromatosis,Achromatosen
Substantiv,f,Achromie,Achromien
Substantiv,m,Achsabstand,Achsabstände
Substantiv,f,Achse,Achsen
Substantiv,f,Achsel,Achseln
Substantiv,n,Achselhaar,Achselhaare
Substantiv,f,Achselhöhle,Achselhöhlen
Substantiv,n,Achselstück,Achselstücke
Substantiv,m,Achsenbruch,Achsenbrüche
Substantiv,f,Achsenmacht,Achsenmächte
Substantiv,f,Achsenspiegelung,Achsenspiegelungen
Substantiv,f,Achsenzeit,Achsenzeiten
Substantiv,m,Achssturz,Achsstürze
Substantiv,f,Acht,Achten
Substantiv,n,Achtbettzimmer,Achtbettzimmer
Substantiv,m,Achte,Achten
Substantiv,n,Achteck,Achtecke
Substantiv,m,Achteckstempel,Achteckstempel
Substantiv,f,Achtel,Achtel
Substantiv,m,Achtelfinalgegner,Achtelfinalgegner
Substantiv,m,Achtelfinalist,Achtelfinalisten
Substantiv,f,Achtelfinalistin,Achtelfinalistinnen
Substantiv,n,Achtelfinalspiel,Achtelfinalspiele
Substantiv,m,Achteljude,Achteljuden
Substantiv,f,Achtelnote,Achtelnoten
Substantiv,m,Achtender,Achtender
Substantiv,m,Achter,Achter
Substantiv,f,Achterbahn,Achterbahnen
Substantiv,f,Achterbahnkarriere,Achterbahnkarrieren
Substantiv,n,Achterdeck,Achterdecks
Substantiv,f,Achtergruppe,Achtergruppen
Substantiv,m,Achterknoten,Achterknoten
Substantiv,n,Achterliek,Achterlieken
Substantiv,f,Achterpackung,Achterpackungen
Substantiv,f,Achterreihe,Achterreihen
Substantiv,n,Achterschiff,Achterschiffe
Substantiv,m,Achtjahresplan,Achtjahrespläne
Substantiv,m,Achtjahresvertrag,Achtjahresverträge
Substantiv,m,Achtkampf,Achtkämpfe
Substantiv,f,Achtlosigkeit,Achtlosigkeiten
Substantiv,n,Achtmonatskind,Achtmonatskinder
Substantiv,m,Achtpfünder,Achtpfünder
Substantiv,f,Achtsamkeit,Achtsamkeiten
Substantiv,m,Achtstundentag,Achtstundentage
Substantiv,m,Achttausender,Achttausender
Substantiv,f,Achtuhrvorstellung,Achtuhrvorstellungen
Substantiv,m,Achtuhrzug,Achtuhrzüge
Substantiv,m,Achtundsechziger,Achtundsechziger
Substantiv,f,Achtundsechzigerin,Achtundsechzigerinnen
Substantiv,f,Achtungsbezeigung,Achtungsbezeigungen
Substantiv,f,Achtungsbezeugung,Achtungsbezeugungen
Substantiv,m,Achtungserfolg,Achtungserfolge
Substantiv,m,Achtzehnender,Achtzehnender
Substantiv,m,Achtzehner,Achtzehner
Substantiv,m,Achtzeiler,Achtzeiler
Substantiv,m,Achtzylinder,Achtzylinder
Substantiv,m,Achtzylindermotor,Achtzylindermotoren
Substantiv,f,Achylia gastrica,Achyliae gastricae
Substantiv,f,Achylie,Achylien
Substantiv,m,Achäer,Achäer
Substantiv,f,Achäerin,Achäerinnen
Substantiv,f,Achäne,Achänen
Substantiv,f,Acidose,Acidosen
Substantiv,f,Acidosis,Acidoses
Substantiv,m,Ackerboden,Ackerböden
Substantiv,m,Ackerbürger,Ackerbürger
Substantiv,n,Ackerbürgerhaus,Ackerbürgerhäuser
Substantiv,f,Ackerbürgerin,Ackerbürgerinnen
Substantiv,n,Ackerfeld,Ackerfelder
Substantiv,f,Ackerfläche,Ackerflächen
Substantiv,f,Ackerfurche,Ackerfurchen
Substantiv,m,Ackergauchheil,Ackergauchheile
Substantiv,m,Ackergaul,Ackergäule
Substantiv,n,Ackergerät,Ackergeräte
Substantiv,m,Ackerling,Ackerlinge
Substantiv,m,Ackermann,Ackermänner
Substantiv,n,Ackerpferd,Ackerpferde
Substantiv,m,Ackerschachtelhalm,Ackerschachtelhalme
Substantiv,f,Ackerschnalle,Ackerschnallen
Substantiv,f,Ackerscholle,Ackerschollen
Substantiv,m,Ackerschotendotter,Ackerschotendotter
Substantiv,f,Ackerwalze,Ackerwalzen
Substantiv,m,Ackerweg,Ackerwege
Substantiv,f,Ackerwinde,Ackerwinden
Substantiv,m,Ackja,Ackjas
Substantiv,f,Acne,Acnen
Substantiv,n,Aconitin,Aconitine
Substantiv,f,Aconitsäure,Aconitsäuren
Substantiv,f,Acquisition,Acquisitions
Substantiv,n,Acquit,Acquits
Substantiv,f,Acrotomophilie,Acrotomophilien
Substantiv,n,Acrylamid,Acrylamide
Substantiv,n,Acrylat,Acrylate
Substantiv,f,Acrylfarbe,Acrylfarben
Substantiv,f,Acrylfaser,Acrylfasern
Substantiv,m,Acrylstoff,Acrylstoffe
Substantiv,f,Acrylsäure,Acrylsäuren
Substantiv,n,Actinoid,Actinoide
Substantiv,m,Actioncomic,Actioncomics
Substantiv,m,Actioner,Actioner
Substantiv,m,Actionfilm,Actionfilme
Substantiv,m,Actionheld,Actionhelden
Substantiv,f,Actionheldin,Actionheldinnen
Substantiv,f,Actionkamera,Actionkameras
Substantiv,f,Actionkomödie,Actionkomödien
Substantiv,m,Actionthriller,Actionthriller
Substantiv,f,Actress,Actresses
Substantiv,n,Acyl,Acyle
Substantiv,f,Acylierung,Acylierungen
Substantiv,n,Acylradikal,Acylradikale
Substantiv,m,Acylrest,Acylreste
Substantiv,m,Adamant,Adamanten
Substantiv,m,Adamsapfel,Adamsäpfel
Substantiv,f,Adaptation,Adaptationen
Substantiv,m,Adapter,Adapter
Substantiv,f,Adaption,Adaptionen
Substantiv,n,Adaptometer,Adaptometer
Substantiv,n,Addendum,Addenda
Substantiv,f,Addiermaschine,Addiermaschinen
Substantiv,f,Addition,Additionen
Substantiv,n,Additionssystem,Additionssysteme
Substantiv,n,Additionszeichen,Additionszeichen
Substantiv,n,Additiv,Additive
Substantiv,f,Adduktion,Adduktionen
Substantiv,m,Adduktor,Adduktoren
Substantiv,n,Ade,Ades
Substantiv,m,Adebar,Adebare
Substantiv,m,Adeliepinguin,Adeliepinguine
Substantiv,f,Adelphie,Adelphien
Substantiv,m,Adelsbrief,Adelsbriefe
Substantiv,f,Adelsfamilie,Adelsfamilien
Substantiv,n,Adelshaus,Adelshäuser
Substantiv,n,Adelsprädikat,Adelsprädikate
Substantiv,n,Adelsschloss,Adelsschlösser
Substantiv,m,Adelssitz,Adelssitze
Substantiv,n,Adelsspiel,Adelsspiele
Substantiv,m,Adelsstand,Adelsstände
Substantiv,m,Adelstitel,Adelstitel
Substantiv,f,Ademtion,Ademtionen
Substantiv,n,Adenin,Adenine
Substantiv,f,Adenitis,Adenitiden
Substantiv,n,Adenom,Adenome
Substantiv,f,Adenopathie,Adenopathien
Substantiv,n,Adenotom,Adenotome
Substantiv,f,Adenotomie,Adenotomien
Substantiv,m,Adenovirusvektor,Adenovirusvektoren
Substantiv,m,Adept,Adepten
Substantiv,f,Adeptin,Adeptinnen
Substantiv,f,Ader,Adern
Substantiv,m,Aderlass,Aderlasse
Substantiv,f,Aderleitung,Aderleitungen
Substantiv,f,Aderung,Aderungen
Substantiv,m,Adessiv,Adessive
Substantiv,m,Adhortativ,Adhortative
Substantiv,f,Adhäsion,Adhäsionen
Substantiv,m,Adhäsionsprozess,Adhäsionsprozesse
Substantiv,n,Adhäsionsverfahren,Adhäsionsverfahren
Substantiv,m,Adhäsionsverschluss,Adhäsionsverschlüsse
Substantiv,n,Adiaphoron,Adiaphora
Substantiv,n,Adieu,Adieus
Substantiv,f,Adilette,Adiletten
Substantiv,f,Adjazenz,Adjazenzen
Substantiv,n,Adjektiv,Adjektive
Substantiv,n,Adjektivadverb,Adjektivadverbien
Substantiv,f,Adjektivflexion,Adjektivflexionen
Substantiv,f,Adjektivierung,Adjektivierungen
Substantiv,f,Adjektivphrase,Adjektivphrasen
Substantiv,m,Adjektivstamm,Adjektivstämme
Substantiv,n,Adjektivum,Adjektiva
Substantiv,m,Adjunkt,Adjunkten
Substantiv,n,Adjunkt,Adjunkte
Substantiv,f,Adjunktin,Adjunktinnen
Substantiv,m,Adjutant,Adjutanten
Substantiv,f,Adjutantin,Adjutantinnen
Substantiv,m,Adlativ,Adlative
Substantiv,m,Adler,Adler
Substantiv,n,Adlerauge,Adleraugen
Substantiv,m,Adlerblick,Adlerblicke
Substantiv,m,Adlerfarn,Adlerfarne
Substantiv,m,Adlerhorst,Adlerhorste
Substantiv,n,Adlerkapitell,Adlerkapitelle
Substantiv,f,Adlernase,Adlernasen
Substantiv,m,Adlerstein,Adlersteine
Substantiv,m,Admin,Admins
Substantiv,f,Administration,Administrationen
Substantiv,m,Administrator,Administratoren
Substantiv,f,Administratorin,Administratorinnen
Substantiv,f,Administrierung,Administrierungen
Substantiv,f,Admiralität,Admiralitäten
Substantiv,m,Admiralsdienstgrad,Admiralsdienstgrade
Substantiv,m,Admiralstab,Admiralstäbe
Substantiv,m,Admirativ,Admirative
Substantiv,f,Admittanz,Admittanzen
Substantiv,m,Adnex,Adnexe
Substantiv,m,Adobe,Adobes
Substantiv,f,Adoleszenz,Adoleszenzen
Substantiv,m,Adoleszenzroman,Adoleszenzromane
Substantiv,m,Adonis,Adonisse
Substantiv,f,Adonis,Adonis
Substantiv,n,Adonisröschen,Adonisröschen
Substantiv,f,Adoption,Adoptionen
Substantiv,m,Adoptivbruder,Adoptivbrüder
Substantiv,n,Adoptivgeschwister,Adoptivgeschwister
Substantiv,m,Adoptivkaiser,Adoptivkaiser
Substantiv,n,Adoptivkind,Adoptivkinder
Substantiv,f,Adoptivmutter,Adoptivmütter
Substantiv,f,Adoptivschwester,Adoptivschwestern
Substantiv,m,Adoptivsohn,Adoptivsöhne
Substantiv,f,Adoptivtochter,Adoptivtöchter
Substantiv,m,Adoptivvater,Adoptivväter
Substantiv,f,Adoration,Adorationen
Substantiv,f,Adposition,Adpositionen
Substantiv,m,Adrenalinspiegel,Adrenalinspiegel
